,,song,singer,urls
2016,40,Same Old Love,Selena Gomez,https://www.youtube.com/watch?v=nYrwxr9JyH8
2016,41,Controlla,Drake,https://www.youtube.com/watch?v=PsW85VbSau0
2016,42,Like I'm Gonna Lose You,"Meghan Trainor,John Legend,",https://www.youtube.com/watch?v=Dqut0vJhPIw
2016,43,One Call Away,Charlie Puth,https://www.youtube.com/watch?v=BxuY9FET9Y4
2016,44,Let It Go,James Bay,https://www.youtube.com/watch?v=GsPq9mzFNGY
2016,45,No,Meghan Trainor,https://www.youtube.com/watch?v=cMTAUr3Nm6I
2016,46,Never Forget You,"Zara Larsson,MNEK,",https://www.youtube.com/watch?v=GTyN-DB_v5M
2016,47,Let Me Love You,"DJ Snake,Justin Bieber,",https://www.youtube.com/watch?v=euCqAq6BRa4
2016,48,Don't Mind,Kent Jones,https://www.youtube.com/watch?v=EnRPI8vfF1Q
2016,49,H.O.L.Y.,Florida Georgia Line,https://www.youtube.com/watch?v=zXDAYlhdkyg
2016,50,We Don't Talk Anymore,"Charlie Puth,Selena Gomez,",https://www.youtube.com/watch?v=3AtDnEC4zak
2017,1,Shape of You,Ed Sheeran,https://www.youtube.com/watch?v=JGwWNGJdvx8
2017,2,Despacito (Remix),"Luis Fonsi,Daddy Yankee,Justin Bieber,",https://www.youtube.com/watch?v=NStFsRzWu2Q
2017,3,That's What I Like,Bruno Mars,https://www.youtube.com/watch?v=PMivT7MJ41M
2017,4,Humble,Kendrick Lamar,https://www.youtube.com/watch?v=tvTRZJ-4EyI
2017,5,Something Just Like This,"The Chainsmokers,Coldplay,",https://www.youtube.com/watch?v=FM7MFYoylVs
2017,6,Bad and Boujee,"Migos,Lil Uzi Vert,",https://www.youtube.com/watch?v=S-sJp1FfG7Q
2017,7,Closer,"The Chainsmokers,Halsey,",https://www.youtube.com/watch?v=PT2_F-1esPk
2017,8,Body Like a Back Road,Sam Hunt,https://www.youtube.com/watch?v=Mdh2p03cRfw
2017,9,Believer,Imagine Dragons,https://www.youtube.com/watch?v=7wtfhZwyrcc
2017,10,Congratulations,"Post Malone,Quavo,",https://www.youtube.com/watch?v=lXXFuh-AYWM
2017,11,Say You Won't Let Go,James Arthur,https://www.youtube.com/watch?v=0yW7w8F2TVA
2017,12,I'm the One,"DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,Lil Wayne,",https://www.youtube.com/watch?v=weeI1G46q0o
2017,13,XO Tour Llif3,Lil Uzi Vert,https://www.youtube.com/watch?v=WrsFXgQk5UI
2017,14,Mask Off,Future,https://www.youtube.com/watch?v=xvZqHgFz51I
2017,15,Unforgettable,"French Montana,Swae Lee,",https://www.youtube.com/watch?v=CTFtOOh47oo
2017,16,24K Magic,Bruno Mars,https://www.youtube.com/watch?v=UqyT8IEBkvY
2017,17,Stay,"Zedd,Alessia Cara,",https://www.youtube.com/watch?v=h--P8HzYZ74
2017,18,Wild Thoughts,"DJ Khaled,Rihanna,Bryson Tiller,",https://www.youtube.com/watch?v=fyaI4-5849w
2017,19,Black Beatles,"Rae Sremmurd,Gucci Mane,",https://www.youtube.com/watch?v=bPmR-kdTO4U
2017,20,Starboy,"The Weeknd,Daft Punk,",https://www.youtube.com/watch?v=34Na4j8AVgA
2017,21,Location,Khalid,https://www.youtube.com/watch?v=by3yRdlQvzs
2017,22,Attention,Charlie Puth,https://www.youtube.com/watch?v=nfs8NYg7yQM
2017,23,There's Nothing Holdin' Me Back,Shawn Mendes,https://www.youtube.com/watch?v=dT2owtxkU8k
2017,24,Bodak Yellow,Cardi B,https://www.youtube.com/watch?v=PEGccV-NOm8
2017,25,Redbone,Childish Gambino,https://www.youtube.com/watch?v=Kp7eSUU9oy8
2017,26,I Don't Wanna Live Forever,"Zayn,Taylor Swift,",https://www.youtube.com/watch?v=7F37r50VUTQ
2017,27,It Ain't Me,"Kygo,Selena Gomez,",https://www.youtube.com/watch?v=u3VTKvdAuIY
2017,28,iSpy,"Kyle,Lil Yachty,",https://www.youtube.com/watch?v=5XK4v2fgMPU
2017,29,Issues,Julia Michaels,https://www.youtube.com/watch?v=9Ke4480MicU
2017,30,Scars to Your Beautiful,Alessia Cara,https://www.youtube.com/watch?v=1tAvYhW1ZLI
2017,31,1-800-273-8255,"Logic,Alessia Cara,Khalid,",https://www.youtube.com/watch?v=Kb24RrHIbFk
2017,32,Slow Hands,Niall Horan,https://www.youtube.com/watch?v=nBmNcLBaPUE
2017,33,Love on the Brain,Rihanna,https://www.youtube.com/watch?v=zA-upjFaHvw
2017,34,I Feel It Coming,"The Weeknd,Daft Punk,",https://www.youtube.com/watch?v=qFLhGq0060w
2017,35,Bounce Back,Big Sean,https://www.youtube.com/watch?v=phr1pOFK1V8
2017,36,Strip That Down,"Liam Payne,Quavo,",https://www.youtube.com/watch?v=vSW2M-BB1NE
2017,37,Fake Love,Drake,https://www.youtube.com/watch?v=Nqwoh5OGfMo
2017,38,Don't Wanna Know,"Maroon 5,Kendrick Lamar,",https://www.youtube.com/watch?v=aBvz4GxFAIg
2017,39,Look What You Made Me Do,Taylor Swift,https://www.youtube.com/watch?v=3tmd-ClpJxA
2017,40,Castle on the Hill,Ed Sheeran,https://www.youtube.com/watch?v=K0ibBPhiaG0
2017,41,Bad Things,"Machine Gun Kelly,Camila Cabello,",https://www.youtube.com/watch?v=QpbQ4I3Eidg
2017,42,Paris,The Chainsmokers,https://www.youtube.com/watch?v=RhU9MZ98jxo
2017,43,Side to Side,"Ariana Grande,Nicki Minaj,",https://www.youtube.com/watch?v=AQ4MQ_uhBSs
2017,44,Rockabye,"Clean Bandit,Sean Paul,Anne-Marie,",https://www.youtube.com/watch?v=papuvlVeZg8
2017,45,Feel It Still,Portugal. The Man,https://www.youtube.com/watch?v=pBkHHoOIIn8
2017,46,Let Me Love You,"DJ Snake,Justin Bieber,",https://www.youtube.com/watch?v=INsbbnOD2_4
2017,47,Sorry Not Sorry,Demi Lovato,https://www.youtube.com/watch?v=-MsvER1dpjM
2017,48,Bank Account,21 Savage,https://www.youtube.com/watch?v=sV2t3tW_JTQ
2017,49,Can't Stop the Feeling!,Justin Timberlake,https://www.youtube.com/watch?v=lfaeMl1AZOc
2017,50,Mi Gente,"J Balvin,Willy William,Beyoncé,",https://www.youtube.com/watch?v=APHgDFRpCi0
2018,1,God's Plan,Drake,https://www.youtube.com/watch?v=xpVfcZ0ZcFM
2018,2,Perfect,Ed Sheeran,https://www.youtube.com/watch?v=_NWs7ntMRBA
2018,3,Meant to Be,"Bebe Rexha,Florida Georgia Line,",https://www.youtube.com/watch?v=zDo0H8Fm7d0
2018,4,Havana,"Camila Cabello,Young Thug,",https://www.youtube.com/watch?v=BQ0mxQXmLsk
2018,5,Rockstar,"Post Malone,21 Savage,",https://www.youtube.com/watch?v=UceaB4D0jpo
2018,6,Psycho,"Post Malone,Ty Dolla Sign,",https://www.youtube.com/watch?v=WXBHCQYxwr0
2018,7,I Like It,"Cardi B,Bad Bunny,J Balvin,",https://www.youtube.com/watch?v=xTlNMmZKwpA
2018,8,The Middle,"Zedd,Maren Morris,Grey,",https://www.youtube.com/watch?v=M3mJkSqZbX4
2018,9,In My Feelings,Drake,https://www.youtube.com/watch?v=suz7pWi1mOs
2018,10,Girls Like You,"Maroon 5,Cardi B,",https://www.youtube.com/watch?v=aJOTlE1K90k
2018,11,Nice for What,Drake,https://www.youtube.com/watch?v=U9BwWKXjVaI
2018,12,Lucid Dreams,Juice Wrld,https://www.youtube.com/watch?v=mzB1VGEGcSU
2018,13,Better Now,Post Malone,https://www.youtube.com/watch?v=UYwF-jdcVjY
2018,14,Finesse,"Bruno Mars,Cardi B,",https://www.youtube.com/watch?v=LsoLEjrDogU
2018,15,Boo'd Up,Ella Mai,https://www.youtube.com/watch?v=6YNZlXfW6Ho
2018,16,New Rules,Dua Lipa,https://www.youtube.com/watch?v=tHtnxluMXMw
2018,17,Sad!,XXXTentacion,https://www.youtube.com/watch?v=N8JfbLg2f5Q
2018,18,Never Be the Same,Camila Cabello,https://www.youtube.com/watch?v=Ph54wQG8ynk
2018,19,Love Lies,"Khalid,Normani,",https://www.youtube.com/watch?v=xYtsL9znopI
2018,20,No Tears Left to Cry,Ariana Grande,https://www.youtube.com/watch?v=ffxKSjUwKdU
2018,21,Mine,Bazzi,https://www.youtube.com/watch?v=Gc71AmT_b2k
2018,22,Thunder,Imagine Dragons,https://www.youtube.com/watch?v=fKopy74weus
2018,23,Look Alive,"BlocBoy JB,Drake,",https://www.youtube.com/watch?v=NV-3s2wwC8c
2018,24,Delicate,Taylor Swift,https://www.youtube.com/watch?v=tCXGJQYZ9JA
2018,25,Yes Indeed,"Lil Baby,Drake,",https://www.youtube.com/watch?v=AbEHRrq7xwU
2018,26,Friends,"Marshmello,Anne-Marie,",https://www.youtube.com/watch?v=CY8E6N5Nzec
2018,27,Bad at Love,Halsey,https://www.youtube.com/watch?v=xdYFuCp3m9k
2018,28,Taste,"Tyga,Offset,",https://www.youtube.com/watch?v=LjxulQ1bEWg
2018,29,Let You Down,NF,https://www.youtube.com/watch?v=fbHbTBP_u7U
2018,30,No Limit,"G-Eazy,ASAP Rocky,Cardi B,",https://www.youtube.com/watch?v=LJ41qWkOrb8
2018,31,Fefe,"6ix9ine,Nicki Minaj,Murda Beatz,",https://www.youtube.com/watch?v=V_MXGdSBbAI
2018,32,Tequila,Dan + Shay,https://www.youtube.com/watch?v=c4qgqNS_20s
2018,33,Feel It Still,Portugal. The Man,https://www.youtube.com/watch?v=pBkHHoOIIn8
2018,34,MotorSport,"Migos,Nicki Minaj,Cardi B,",https://www.youtube.com/watch?v=9v_rtaye2yY
2018,35,I Like Me Better,Lauv,https://www.youtube.com/watch?v=a7fzkqLozwA
2018,36,Youngblood,5 Seconds of Summer,https://www.youtube.com/watch?v=-RJSbO8UZVY
2018,37,Whatever It Takes,Imagine Dragons,https://www.youtube.com/watch?v=gOsM-DYAEhY
2018,38,Ric Flair Drip,"Offset,Metro Boomin,",https://www.youtube.com/watch?v=LPTlvQ1Zet0
2018,39,I Fall Apart,Post Malone,https://www.youtube.com/watch?v=gk0nB9vvYfU
2018,40,Pray for Me,"The Weeknd,Kendrick Lamar,",https://www.youtube.com/watch?v=K5xERXE7pxI
2018,41,Back to You,Selena Gomez,https://www.youtube.com/watch?v=VY1eFxgRR-k
2018,42,Sicko Mode,Travis Scott,https://www.youtube.com/watch?v=6ONRf7h3Mdk
2018,43,Walk It Talk It,"Migos,Drake,",https://www.youtube.com/watch?v=fGqdIPer-ms
2018,44,Gucci Gang,Lil Pump,https://www.youtube.com/watch?v=4LfJnj66HVQ
2018,45,Him & I,"G-Eazy,Halsey,",https://www.youtube.com/watch?v=SA7AIQw-7Ms
2018,46,In My Blood,Shawn Mendes,https://www.youtube.com/watch?v=36tggrpRoTI
2018,47,All the Stars,"Kendrick Lamar,SZA,",https://www.youtube.com/watch?v=JQbjS0_ZfJ0
2018,48,Stir Fry,Migos,https://www.youtube.com/watch?v=HI-mXMr8glQ
2018,49,Too Good at Goodbyes,Sam Smith,https://www.youtube.com/watch?v=J_ub7Etch2U
2018,50,Love,"Kendrick Lamar,Zacari,",https://www.youtube.com/watch?v=xlbBndOY1kY
2019,1,Old Town Road,"Lil Nas X,Billy Ray Cyrus,",https://www.youtube.com/watch?v=w2Ov5jzm3j8
2019,2,Sunflower,"Post Malone,Swae Lee,",https://www.youtube.com/watch?v=ApXoWvfEYVU
2019,3,Without Me,Halsey,https://www.youtube.com/watch?v=ZAfAud_M_mg
2019,4,Bad Guy,Billie Eilish,https://www.youtube.com/watch?v=DyDfgMOUjCI
2019,5,Wow,Post Malone,https://www.youtube.com/watch?v=Te-Ktb4w8pE
2019,6,Happier,"Marshmello,Bastille,",https://www.youtube.com/watch?v=m7Bc3pLyij0
2019,7,7 Rings,Ariana Grande,https://www.youtube.com/watch?v=QYh6mYIJG2Y
2019,8,Talk,Khalid,https://www.youtube.com/watch?v=hE2Ira-Cwxo
2019,9,Sicko Mode,Travis Scott,https://www.youtube.com/watch?v=6ONRf7h3Mdk
2019,10,Sucker,Jonas Brothers,https://www.youtube.com/watch?v=CnAmeh0-E-U
2019,11,High Hopes,Panic! at the Disco,https://www.youtube.com/watch?v=IPXIgEAGe4U
2019,12,"Thank U, Next",Ariana Grande,https://www.youtube.com/watch?v=gl1aHhXnN1k
2019,13,Truth Hurts,Lizzo,https://www.youtube.com/watch?v=P00HMxdsVZI
2019,14,Dancing with a Stranger,"Sam Smith,Normani,",https://www.youtube.com/watch?v=av5JD1dfj_c
2019,15,Señorita,"Shawn Mendes,Camila Cabello,",https://www.youtube.com/watch?v=Pkh8UtuejGw
2019,16,I Don't Care,"Ed Sheeran,Justin Bieber,",https://www.youtube.com/watch?v=y83x7MgzWOA
2019,17,Eastside,"Benny Blanco,Halsey,Khalid,",https://www.youtube.com/watch?v=qFMVHKyc-JU
2019,18,Going Bad,"Meek Mill,Drake,",https://www.youtube.com/watch?v=S1gp0m4B5p8
2019,19,Shallow,"Lady Gaga,Bradley Cooper,",https://www.youtube.com/watch?v=JPJjwHAIny4
2019,20,Better,Khalid,https://www.youtube.com/watch?v=7I8E0swNo_U
2019,21,No Guidance,"Chris Brown,Drake,",https://www.youtube.com/watch?v=oOni4BMeMp0
2019,22,Girls Like You,"Maroon 5,Cardi B,",https://www.youtube.com/watch?v=aJOTlE1K90k
2019,23,Sweet but Psycho,Ava Max,https://www.youtube.com/watch?v=WXBHCQYxwr0
2019,24,Suge,DaBaby,https://www.youtube.com/watch?v=KvuQNNVrbtM
2019,25,Middle Child,J. Cole,https://www.youtube.com/watch?v=WILNIXZr2oc
2019,26,Drip Too Hard,"Lil Baby,Gunna,",https://www.youtube.com/watch?v=THcVOf1kNh0
2019,27,Someone You Loved,Lewis Capaldi,https://www.youtube.com/watch?v=zABLecsR5UE
2019,28,Ransom,Lil Tecca,https://www.youtube.com/watch?v=1XzY2ij_vL4
2019,29,If I Can't Have You,Shawn Mendes,https://www.youtube.com/watch?v=oTJ-oqwxdZY
2019,30,Goodbyes,"Post Malone,Young Thug,",https://www.youtube.com/watch?v=ba7mB8oueCY
2019,31,Zeze,"Kodak Black,Travis Scott,Offset,",https://www.youtube.com/watch?v=UjeMvQbfKrc
2019,32,Better Now,Post Malone,https://www.youtube.com/watch?v=UYwF-jdcVjY
2019,33,Youngblood,5 Seconds of Summer,https://www.youtube.com/watch?v=-RJSbO8UZVY
2019,34,Money in the Grave,"Drake,Rick Ross,",https://www.youtube.com/watch?v=R0ykLlhg0AQ
2019,35,Speechless,Dan + Shay,https://www.youtube.com/watch?v=mw5VIEIvuMI
2019,36,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,https://www.youtube.com/watch?v=LH4Y1ZUUx2g
2019,37,Please Me,"Cardi B,Bruno Mars,",https://www.youtube.com/watch?v=3y-O-4IL-PU
2019,38,Money,Cardi B,https://www.youtube.com/watch?v=Fo48YEht4ZA
2019,39,You Need to Calm Down,Taylor Swift,https://www.youtube.com/watch?v=Dkk9gvTmCXY
2019,40,Panini,Lil Nas X,https://www.youtube.com/watch?v=bXcSLI58-h8
2019,41,Look Back at It,A Boogie wit da Hoodie,https://www.youtube.com/watch?v=RWDXD8tAkPo
2019,42,A Lot,21 Savage,https://www.youtube.com/watch?v=DmWWqogr_r8
2019,43,Me!,"Taylor Swift,Brendon Urie,",https://www.youtube.com/watch?v=FuXNumBwDOM
2019,44,Mia,"Bad Bunny,Drake,",https://www.youtube.com/watch?v=Ej_6PhzzPwU
2019,45,Pop Out,"Polo G,Lil Tjay,",https://www.youtube.com/watch?v=g-uW3I_AtDE
2019,46,Beautiful Crazy,Luke Combs,https://www.youtube.com/watch?v=Na0StAOUbg0
2019,47,Thotiana,Blueface,https://www.youtube.com/watch?v=V6EpIABAKKo
2019,48,Lucid Dreams,Juice Wrld,https://www.youtube.com/watch?v=mzB1VGEGcSU
2019,49,Mo Bamba,Sheck Wes,https://www.youtube.com/watch?v=VWoIpDVkOH0
2019,50,Beautiful People,"Ed Sheeran,Khalid,",https://www.youtube.com/watch?v=mj0XInqZMHY
2020,1,Blinding Lights,The Weeknd,https://www.youtube.com/watch?v=4NRXx6U8ABQ
2020,2,Circles,Post Malone,https://www.youtube.com/watch?v=wXhTHyIgQ_U
2020,3,The Box,Roddy Ricch,https://www.youtube.com/watch?v=UNZqm3dxd2w
2020,4,Don't Start Now,Dua Lipa,https://www.youtube.com/watch?v=oygrmJFKYZY
2020,5,Rockstar,"DaBaby,Roddy Ricch,",https://www.youtube.com/watch?v=83xBPCw5hh4
2020,6,Adore You,Harry Styles,https://www.youtube.com/watch?v=v8fLjiar1c8
2020,7,Life Is Good,"Future,Drake,",https://www.youtube.com/watch?v=l0U7SxXHkPY
2020,8,Memories,Maroon 5,https://www.youtube.com/watch?v=SlPhMPnQ58k
2020,9,The Bones,Maren Morris,https://www.youtube.com/watch?v=gvPMVKUI9go
2020,10,Someone You Loved,Lewis Capaldi,https://www.youtube.com/watch?v=RpCDLENt-MA
2020,11,Say So,Doja Cat,https://www.youtube.com/watch?v=pok8H_KF1FA
2020,12,I Hope,"Gabby Barrett,Charlie Puth,",https://www.youtube.com/watch?v=qcCH6JpcK5w
2020,13,Whats Poppin,"Jack Harlow,DaBaby,Tory Lanez,Lil Wayne,",https://www.youtube.com/watch?v=w9uWPBDHEKE
2020,14,Dance Monkey,Tones and I,https://www.youtube.com/watch?v=q0hyYWKXF0Q
2020,15,Savage,"Megan Thee Stallion,Beyoncé,",https://www.youtube.com/watch?v=EOxj2ROIxok
2020,16,Roxanne,Arizona Zervas,https://www.youtube.com/watch?v=16YnOUnbE6s
2020,17,Intentions,"Justin Bieber,Quavo,",https://www.youtube.com/watch?v=9p2wMpVVtXg
2020,18,Everything I Wanted,Billie Eilish,https://www.youtube.com/watch?v=EgBJmlPo8Xw
2020,19,Roses (Imanbek remix),Saint Jhn,https://www.youtube.com/watch?v=2zToEPpFEN8
2020,20,Watermelon Sugar,Harry Styles,https://www.youtube.com/watch?v=E07s5ZYygMg
2020,21,Before You Go,Lewis Capaldi,https://www.youtube.com/watch?v=Jtauh8GcxBY
2020,22,Falling,Trevor Daniel,https://www.youtube.com/watch?v=olGSAVOkkTI
2020,23,"10,000 Hours","Dan + Shay,Justin Bieber,",https://www.youtube.com/watch?v=bNI1POQ9Nu8
2020,24,WAP,"Cardi B,Megan Thee Stallion,",https://www.youtube.com/watch?v=Wc5IbN4xw70
2020,25,Ballin',"Mustard,Roddy Ricch,",https://www.youtube.com/watch?v=DGoqaJtkMqE
2020,26,Hot Girl Bummer,Blackbear,https://www.youtube.com/watch?v=yMlKJGKyoCo
2020,27,Blueberry Faygo,Lil Mosey,https://www.youtube.com/watch?v=V_jHc_n0p9c
2020,28,Heartless,The Weeknd,https://www.youtube.com/watch?v=fFxH4gTYY_M
2020,29,Bop,DaBaby,https://www.youtube.com/watch?v=E7Kv4rzirjM
2020,30,Lose You to Love Me,Selena Gomez,https://www.youtube.com/watch?v=zlJDTxahav0
2020,31,Good as Hell,Lizzo,https://www.youtube.com/watch?v=vuq-VAiW9kw
2020,32,Toosie Slide,Drake,https://www.youtube.com/watch?v=xWggTb45brM
2020,33,Break My Heart,Dua Lipa,https://www.youtube.com/watch?v=Nj2U6rhnucI
2020,34,Chasin' You,Morgan Wallen,https://www.youtube.com/watch?v=iBduQb1S-4s
2020,35,Savage Love (Laxed – Siren Beat),"Jawsh 685,Jason Derulo,",https://www.youtube.com/watch?v=Jvcv8trEuao
2020,36,No Guidance,"Chris Brown,Drake,",https://www.youtube.com/watch?v=oOni4BMeMp0
2020,37,My Oh My,"Camila Cabello,DaBaby,",https://www.youtube.com/watch?v=6fd2kkLmSDQ
2020,38,Dynamite,BTS,https://www.youtube.com/watch?v=gdZLi9oWNZg
2020,39,Go Crazy,"Chris Brown,Young Thug,",https://www.youtube.com/watch?v=dPhwbZBvW2o
2020,40,High Fashion,"Roddy Ricch,Mustard,",https://www.youtube.com/watch?v=ZxIoWgRaR3g
2020,41,Laugh Now Cry Later,"Drake,Lil Durk,",https://www.youtube.com/watch?v=JFm7YDVlqnI
2020,42,Woah,Lil Baby,https://www.youtube.com/watch?v=nUEqPtVGIpE
2020,43,Death Bed,"Powfu,Beabadoobee,",https://www.youtube.com/watch?v=jJPMnTXl63E
2020,44,Señorita,"Shawn Mendes,Camila Cabello,",https://www.youtube.com/watch?v=3NcL3yUK4S0
2020,45,Highest in the Room,Travis Scott,https://www.youtube.com/watch?v=tfSS1e3kYeo
2020,46,Bad Guy,Billie Eilish,https://www.youtube.com/watch?v=DyDfgMOUjCI
2020,47,Mood,"24kGoldn,Iann Dior,",https://www.youtube.com/watch?v=GrAchTdepsU
2020,48,Rain on Me,"Lady Gaga,Ariana Grande,",https://www.youtube.com/watch?v=AoAm4om0wTs
2020,49,For the Night,"Pop Smoke,Lil Baby,DaBaby,",https://www.youtube.com/watch?v=Q9pjm4cNsfc
2020,50,Ritmo (Bad Boys for Life),"Black Eyed Peas,J Balvin,",https://www.youtube.com/watch?v=EzKkl64rRbM
2021,1,Levitating,Dua Lipa,https://www.youtube.com/watch?v=vFWv44Z4Jhk
2021,2,Save Your Tears,"The Weeknd,Ariana Grande,",https://www.youtube.com/watch?v=XXYlFuWEuKI
2021,3,Blinding Lights,The Weeknd,https://www.youtube.com/watch?v=4NRXx6U8ABQ
2021,4,Mood,"24kGoldn,Iann Dior,",https://www.youtube.com/watch?v=GrAchTdepsU
2021,5,Good 4 U,Olivia Rodrigo,https://www.youtube.com/watch?v=gNi_6U5Pm_o
2021,6,Kiss Me More,"Doja Cat,SZA,",https://www.youtube.com/watch?v=0EVVKs6DQLo
2021,7,Leave the Door Open,"Silk Sonic,Bruno Mars,Anderson .Paak,",https://www.youtube.com/watch?v=adLGHcj_fmA
2021,8,Drivers License,Olivia Rodrigo,https://www.youtube.com/watch?v=ZmDBbnmKpqQ
2021,9,Montero (Call Me by Your Name),Lil Nas X,https://www.youtube.com/watch?v=6swmTBVI83k
2021,10,Peaches,"Justin Bieber,Daniel Caesar,Giveon,",https://www.youtube.com/watch?v=tQ0yjYUFKAE
2021,11,Butter,BTS,https://www.youtube.com/watch?v=WMweEpGlu_U
2021,12,Stay,"The Kid Laroi,Justin Bieber,",https://www.youtube.com/watch?v=yWHrYNP6j4k
2021,13,Deja Vu,Olivia Rodrigo,https://www.youtube.com/watch?v=cii6ruuycQA
2021,14,Positions,Ariana Grande,https://www.youtube.com/watch?v=tcYodQoapMg
2021,15,Bad Habits,Ed Sheeran,https://www.youtube.com/watch?v=orJSJGHjBLI
2021,16,Heat Waves,Glass Animals,https://www.youtube.com/watch?v=mRD0-GxqHVo
2021,17,Without You,The Kid Laroi,https://www.youtube.com/watch?v=SJOKlqJho8U
2021,18,Forever After All,Luke Combs,https://www.youtube.com/watch?v=TDpOcp98b5k
2021,19,Go Crazy,"Chris Brown,Young Thug,",https://www.youtube.com/watch?v=6CFYIOF89hc
2021,20,Astronaut in the Ocean,Masked Wolf,https://www.youtube.com/watch?v=MEg-oqI9qmw
2021,21,34+35,"Ariana Grande,Doja Cat,Megan Thee Stallion,",https://www.youtube.com/watch?v=ssq6X6alZ3w
2021,22,What You Know Bout Love,Pop Smoke,https://www.youtube.com/watch?v=uuodbSVO3z0
2021,23,My Ex's Best Friend,"Machine Gun Kelly,Blackbear,",https://www.youtube.com/watch?v=J_n01uvyhI8
2021,24,Industry Baby,"Lil Nas X,Jack Harlow,",https://www.youtube.com/watch?v=UTHLKHL_whs
2021,25,Therefore I Am,Billie Eilish,https://www.youtube.com/watch?v=RUQl6YcMalg
2021,26,Up,Cardi B,https://www.youtube.com/watch?v=rCiBgLOcuKU
2021,27,Fancy Like,Walker Hayes,https://www.youtube.com/watch?v=G_zuB-ogIBw
2021,28,Dakiti,"Bad Bunny,Jhay Cortez,",https://www.youtube.com/watch?v=TmKh7lAwnBI
2021,29,Best Friend,"Saweetie,Doja Cat,",https://www.youtube.com/watch?v=_xJUCsyMQes
2021,30,Rapstar,Polo G,https://www.youtube.com/watch?v=w2IhccXakkE
2021,31,Heartbreak Anniversary,Giveon,https://www.youtube.com/watch?v=uWRlisQu4fo
2021,32,For the Night,"Pop Smoke,Lil Baby,DaBaby,",https://www.youtube.com/watch?v=Q9pjm4cNsfc
2021,33,Calling My Phone,"Lil Tjay,6lack,",https://www.youtube.com/watch?v=zzd4ydafGR0
2021,34,Beautiful Mistakes,"Maroon 5,Megan Thee Stallion,",https://www.youtube.com/watch?v=BSzSn-PRdtI
2021,35,Holy,"Justin Bieber,Chance the Rapper,",https://www.youtube.com/watch?v=23aRHAqIvTM
2021,36,On Me,Lil Baby,https://www.youtube.com/watch?v=U3ASj1L6_sY
2021,37,You Broke Me First,Tate McRae,https://www.youtube.com/watch?v=AG-erEMhumc
2021,38,Traitor,Olivia Rodrigo,https://www.youtube.com/watch?v=6tsu2oeZJgo
2021,39,Back in Blood,"Pooh Shiesty,Lil Durk,",https://www.youtube.com/watch?v=0-Tm65i96TY
2021,40,I Hope,"Gabby Barrett,Charlie Puth,",https://www.youtube.com/watch?v=8d-blfWHSng
2021,41,Dynamite,BTS,https://www.youtube.com/watch?v=JxnfyJGpGHs
2021,42,Wockesha,Moneybagg Yo,https://www.youtube.com/watch?v=6bN45f9NjlA
2021,43,You Right,"Doja Cat,the Weeknd,",https://www.youtube.com/watch?v=JXgV1rXUoME
2021,44,Beat Box,"SpotemGottem,Pooh Shiesty,DaBaby,",https://www.youtube.com/watch?v=fa8RHstfrI4
2021,45,Laugh Now Cry Later,"Drake,Lil Durk,",https://www.youtube.com/watch?v=JFm7YDVlqnI
2021,46,Need to Know,Doja Cat,https://www.youtube.com/watch?v=dI3xkL7qUAc
2021,47,Wants and Needs,"Drake,Lil Baby,",https://www.youtube.com/watch?v=U6k5dIhB6AM
2021,48,Way 2 Sexy,"Drake,Future,Young Thug,",https://www.youtube.com/watch?v=vX9msKu75qs
2021,49,Telepatía,Kali Uchis,https://www.youtube.com/watch?v=bn_p95HbHoQ
2021,50,Whoopty,CJ,https://www.youtube.com/watch?v=2xWkATdMQms
2022,1,Heat Waves,Glass Animals,https://www.youtube.com/watch?v=mRD0-GxqHVo
2022,2,As It Was,Harry Styles,https://www.youtube.com/watch?v=H5v3kku4y6Q
2022,3,Stay,"The Kid Laroi,Justin Bieber,",https://www.youtube.com/watch?v=kTJczUoc26U
2022,4,Easy on Me,Adele,https://www.youtube.com/watch?v=U3ASj1L6_sY
2022,5,Shivers,Ed Sheeran,https://www.youtube.com/watch?v=Il0S8BoucSA
2022,6,First Class,Jack Harlow,https://www.youtube.com/watch?v=HmP_wGYw1_g
2022,7,Big Energy,Latto,https://www.youtube.com/watch?v=T8GpG8C0YzA
2022,8,Ghost,Justin Bieber,https://www.youtube.com/watch?v=NmxFxBiCrL4
2022,9,Super Gremlin,Kodak Black,https://www.youtube.com/watch?v=kiB9qk4gnt4
2022,10,Cold Heart (Pnau remix),"Elton John,Dua Lipa,",https://www.youtube.com/watch?v=qod03PVTLqk
