year,rank,song,singer,url,found,bpm,key,spotifyTitle,spotifyArtist
1988,45,Monkey,George Michael,https://www.youtube.com/watch?v=CHb2XYeXcJI,0,,,,
1989,45,Rock On,Michael Damian,https://www.youtube.com/watch?v=K2v-DMpgO7o,1,168.247,Db Minor,Rock On - Ver. 09,Michael Damian
1990,45,Ice Ice Baby,Vanilla Ice,https://www.youtube.com/watch?v=rog8ou-ZepE,1,116.012,D Major,Ice Ice Baby,Vanilla Ice
1991,45,This House,Tracie Spencer,https://www.youtube.com/watch?v=sIaFmiIyPcg,1,112.589,Gb Minor,This House,Tracie Spencer
1992,45,Stay,Shakespears Sister,https://www.youtube.com/watch?v=JJ4uxgsP0QU,1,96.73,Ab Major,Stay,Shakespears Sister
1993,45,Hip Hop Hooray,Naughty by Nature,https://www.youtube.com/watch?v=Rz1Xn1vzOM4,0,,,,
1994,45,I'm Ready,,https://www.youtube.com/watch?v=wrXYlObVQ6g,1,86.162,G Major,Un-thinkable (I'm Ready) (feat. Drake) - Remix,"Alicia Keys, Drake"
1995,45,Every Little Thing I Do,Soul for Real,https://www.youtube.com/watch?v=6ihhJCPYHuk,0,,,,
1996,45,Diggin' on You,TLC,https://www.youtube.com/watch?v=tReIHIDX354,1,80.127,Gb Major,Diggin' On You,TLC
1997,45,Invisible Man,98 Degrees,https://www.youtube.com/watch?v=PvLPcRYRQIQ,0,,,,
1998,45,Say It,Voices of Theory,https://www.youtube.com/watch?v=orx1-cR-l38,1,61.908,C Major,Say It,Voices of Theory
1999,45,(God Must Have Spent) A Little More Time on You,'N Sync,https://www.youtube.com/watch?v=-fxh7jAJR8U,0,,,,
2000,45,Thank God I Found You,"Mariah Carey,Joe,98 Degrees,",https://www.youtube.com/watch?v=7KVxjQUCyn0,0,,,,
2001,45,Fiesta,"R. Kelly,Jay-Z,",https://www.youtube.com/watch?v=zukOi7XUmdY,1,92.836,Bb Minor,"Fiesta (feat. JAY-Z, Boo & Gotti) - Remix","R. Kelly, JAY-Z, Boo, Gotti"
2002,45,Can't Get You Out of My Head,Kylie Minogue,https://www.youtube.com/watch?v=c18441Eh_WE,0,,,,
2003,45,Calling All Angels,Train,https://www.youtube.com/watch?v=TaG9SDxwPBg,0,,,,
2004,45,Stand Up,"Ludacris,Shawnna,",https://www.youtube.com/watch?v=XM-RRHx0t20,1,99.057,Gb Major,Stand Up,"Ludacris, Shawnna"
2005,45,Collide,Howie Day,https://www.youtube.com/watch?v=ca9ub9rpNK4,1,93.931,B Major,Collide,Howie Day
2006,45,Walk Away,Kelly Clarkson,https://www.youtube.com/watch?v=TojOVJel8wo,1,115.973,C Major,Walk Away,Kelly Clarkson
2007,45,Ice Box,"Omarion,Timbaland,",https://www.youtube.com/watch?v=jQybgJCswF0,0,,,,
2008,45,Independent,"Webbie,Lil Boosie,Lil Phat,",https://www.youtube.com/watch?v=jCUiGArhW2M,0,,,,
2009,45,So What,Pink,https://www.youtube.com/watch?v=FJfFZqTlWrQ,1,79.376,Gb Major,So What,Pink Ball
2010,45,Whataya Want from Me,Adam Lambert,https://www.youtube.com/watch?v=X1Fqn9du7xo,1,185.948,B Minor,Whataya Want from Me,Adam Lambert
2011,45,No Hands,"Waka Flocka Flame,Wale,Roscoe Dash,",https://www.youtube.com/watch?v=skhxizRYxps,0,,,,
2012,45,Rack City,Tyga,https://www.youtube.com/watch?v=AE3yia1AJeQ,1,98.966,Db Major,Rack City,Tyga
2013,45,Summertime Sadness,"Lana Del Rey,Cédric Gervais,",https://www.youtube.com/watch?v=akhmS1D2Ce4,0,,,,
2014,45,Not a Bad Thing,Justin Timberlake,https://www.youtube.com/watch?v=Y8ygKnBtKAk,0,,,,
2015,45,Take Your Time,Sam Hunt,https://www.youtube.com/watch?v=iXi6IHFHeIA,0,,,,
2016,45,No,Meghan Trainor,https://www.youtube.com/watch?v=cMTAUr3Nm6I,1,92.134,Db Minor,NO,Meghan Trainor
2017,45,Feel It Still,Portugal. The Man,https://www.youtube.com/watch?v=pBkHHoOIIn8,1,79.028,Db Minor,Feel It Still,Portugal. The Man
2018,45,Him & I,"G-Eazy,Halsey,",https://www.youtube.com/watch?v=SA7AIQw-7Ms,0,,,,
2019,45,Pop Out,"Polo G,Lil Tjay,",https://www.youtube.com/watch?v=g-uW3I_AtDE,0,,,,
2020,45,Highest in the Room,Travis Scott,https://www.youtube.com/watch?v=tfSS1e3kYeo,1,76.469,G Minor,HIGHEST IN THE ROOM,Travis Scott
2021,45,Laugh Now Cry Later,"Drake,Lil Durk,",https://www.youtube.com/watch?v=JFm7YDVlqnI,1,133.976,C Major,Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk"
2022,45,You Right,"Doja Cat,the Weeknd,",https://www.youtube.com/watch?v=JXgV1rXUoME,1,128.986,Ab Major,You Right,"Doja Cat, The Weeknd"
1973,46,I'm Doin' Fine Now,New York City,https://www.youtube.com/watch?v=fBUO0YsK1WI,1,116.941,Bb Major,I'm Doin' Fine Now,New York City
1974,46,Then Came You,"Dionne Warwick,The Spinners,",https://www.youtube.com/watch?v=L_PzcgyqMwE,1,116.333,A Minor,Then Came You,"Dionne Warwick, The Spinners"
1975,46,Feelings,Morris Albert,https://www.youtube.com/watch?v=sr_yaZQmRzA,0,,,,
1976,46,A Little Bit More,Dr. Hook,https://www.youtube.com/watch?v=uF0_947VPNA,1,185.773,G Major,A Little Bit More - Single Version,Dr. Hook
1977,46,Handy Man,James Taylor,https://www.youtube.com/watch?v=dXI43zGeyu4,1,90.639,D Major,Handy Man,James Taylor
1978,46,Love Is in the Air,John Paul Young,https://www.youtube.com/watch?v=NNC0kIzM1Fo,1,122.562,C Major,Love Is in the Air,John Paul Young
1979,46,Sharing the Night Together,Dr. Hook,https://www.youtube.com/watch?v=_m3rDEI46tQ,1,76.923,Db Minor,Sharing The Night Together,Dr. Hook
1980,46,Stomp!,The Brothers Johnson,https://www.youtube.com/watch?v=tPBDMihPRJA,1,119.518,Bb Major,Stomp! - Single Version,The Brothers Johnson
1981,46,Hit Me with Your Best Shot,Pat Benatar,https://www.youtube.com/watch?v=iXmz_Ei4qfI,0,,,,
1982,46,Making Love,Roberta Flack,https://www.youtube.com/watch?v=eIVdGGx9WXo,1,139.084,F Major,Making Love,Roberta Flack
1983,46,Always Something There to Remind Me,Naked Eyes,https://www.youtube.com/watch?v=lVrELhxOFnM,1,149.26,G Major,Always Something There to Remind Me - 2018 Remaster,Naked Eyes
1984,46,The Warrior,Scandal,https://www.youtube.com/watch?v=47y5bo8wtqM,1,123.079,D Major,The Warrior (feat. Patty Smyth),"Scandal, Patty Smyth"
1985,46,Strut,Sheena Easton,https://www.youtube.com/watch?v=uSp0kO-NBWw,0,,,,
1986,46,I Didn't Mean to Turn You On,Robert Palmer,https://www.youtube.com/watch?v=lyNa-ReeZc8,0,,,,
1987,46,Causing a Commotion,Madonna,https://www.youtube.com/watch?v=a7Tuta8aOhs,0,,,,
1988,46,Devil Inside,INXS,https://www.youtube.com/watch?v=hv_zJrO_ptk,0,,,,
1989,46,Real Love,Jody Watley,https://www.youtube.com/watch?v=r-FUquLYdxQ,1,109.165,G Major,Real Love,"Jody Watley, Louil Silas Jr."
1990,46,Blame It on the Rain,Milli Vanilli,https://www.youtube.com/watch?v=BI5IA8assfk,1,97.515,E Minor,Blame It on the Rain,Milli Vanilli
1991,46,Hole Hearted,Extreme,https://www.youtube.com/watch?v=I-h4A7bF8wQ,1,203.396,Gb Major,Hole Hearted,Extreme
1992,46,2 Legit 2 Quit,Hammer,https://www.youtube.com/watch?v=HFCv86Olk8E,1,124.542,Db Major,2 Legit 2 Quit,"MC Hammer, Saja"
1993,46,Another Sad Love Song,Toni Braxton,https://www.youtube.com/watch?v=2yQ0Fll_9pM,0,,,,
1994,46,100% Pure Love,Crystal Waters,https://www.youtube.com/watch?v=zQX2q6WCrbE,1,120.242,Ab Major,100% Pure Love,Crystal Waters
1995,46,Before I Let You Go,Blackstreet,https://www.youtube.com/watch?v=zw1EQKmko6M,1,140.069,Db Minor,Before I Let You Go,Blackstreet
1996,46,Why I Love You So Much,"Ain't Nobody,Monica,",https://www.youtube.com/watch?v=qFRCPLAvxnM,0,,,,
1997,46,Not Tonight,"Lil' Kim,Da Brat,Left Eye,Missy Elliott,Angie Martinez,",https://www.youtube.com/watch?v=2StcXjwrGHY,0,,,,
1998,46,Kiss the Rain,Billie Myers,https://www.youtube.com/watch?v=Kq-r4ZUpels,1,177.997,A Major,Kiss The Rain,Billie Myers
1999,46,Lullaby,Shawn Mullins,https://www.youtube.com/watch?v=hG9C0VwruXE,0,,,,
2000,46,Let's Get Married,Jagged Edge,https://www.youtube.com/watch?v=9XwPCVvMcuE,1,109.906,Db Major,Let's Get Married (feat. Run) - ReMarqable Remix,"Jagged Edge, RUN, Lamarquis Jefferson"
2001,46,When It's Over,Sugar Ray,https://www.youtube.com/watch?v=xmLv8rfunPo,0,,,,
2002,46,Superman (It's Not Easy),Five for Fighting,https://www.youtube.com/watch?v=GRz4FY0ZcwI,1,102.089,C Major,Superman (It's Not Easy),Five For Fighting
2003,46,Damn!,"YoungBloodZ,Lil Jon,",https://www.youtube.com/watch?v=-ro8eaplsV8,1,84.038,Gb Minor,Damn! (feat. Lil' Jon) - Club Mix,"Youngbloodz, Lil Jon"
2004,46,Suga Suga,"Baby Bash,Frankie J,",https://www.youtube.com/watch?v=6rgStv12dwA,1,82.331,F Minor,Suga Suga,"Baby Bash, Frankie J"
2005,46,Wake Me Up When September Ends,Green Day,https://www.youtube.com/watch?v=NU9JoFKlaZ0,0,,,,
